flow,src,src_port,dst,dst_port,feduration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,min_bpktl,max_fpktl,max_bpktl,mean_fpktl,mean_bpktl,std_fpktl,std_bpktl,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,fPktsPerSecond,bPktsPerSecond,flowPktsPerSecond,flowBytesPerSecond,min_flowpktl,max_flowpktl,mean_flowpktl,std_flowpktl,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,flow_fin,flow_syn,flow_rst,flow_psh,flow_ack,flow_urg,flow_cwr,flow_ece,downUpRatio,avgPacketSize,fAvgSegmentSize,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bAvgSegmentSize,bAvgBytesPerBulk,bAvgPacketsPerBulk,bAvgBulkRate,label
192.168.0.11:58167<->172.217.166.10:443,192.168.0.11,58167,172.217.166.10,443,6.824892998,6,7,3543,1621,75,67,1392,483,590.5,231.5714286,509.7618071,190.6933465,6.824893,6.804529,0.000159,0.000313,6.615797,6.615797,1.3649786,1.134088167,2.935762145,2.696134211,0,0,0,0,0,0,0.879134662,1.025657106,1.904791768,756.6418992,67,1392,397.2307692,401.423333,0.000159,6.615797,0.568741083,1.904554436,0,0,0,0,0,0,0,0,2.185687847,397.2307692,548.5,2125.8,1.666666667,0.515873016,189.5714286,0,2.285714286,0.707482993,EMAIL
192.168.0.11:52296<->172.217.167.46:443,192.168.0.11,52296,172.217.167.46,443,9.236139059,12,12,10833,2456,75,68,1392,561,902.75,204.6666667,576.4031299,215.2707949,9.236139,9.218826,0.000143,0.001799,5.167579,5.167579,0.839649,0.838075091,1.793851697,1.803697295,0,0,0,0,0,0,1.299244189,1.299244189,2.598488378,1438.804669,68,1392,553.7083333,555.146865,0.000143,5.167579,0.401571261,1.282826853,0,0,0,0,0,0,0,0,4.410830619,553.7083333,860.75,5908.909091,1.833333333,0.6875,162.6666667,0,1.5,0.5625,EMAIL
192.168.0.11:60724<->202.88.149.25:53,192.168.0.11,60724,202.88.149.25,53,0.012017012,1,1,91,362,91,362,91,362,91,362,0,0,0,0,1611079096,0,1611079096,1611079096,0,0,0,0,0,0,0,0,0,0,83.21536169,83.21536169,166.4307234,37696.55885,91,362,226.5,191.6259377,0.012017,0.012017,0.012017,0,0,0,0,0,0,0,0,0,0.251381215,226.5,49,91,1,0.666666667,320,0,1,0.666666667,EMAIL
192.168.0.11:60725<->172.217.161.10:443,192.168.0.11,60725,172.217.161.10,443,0.309743166,4,5,2269,1959,75,67,1392,1392,567.25,391.8,629.9081282,571.8310065,0.309743,0.259749,0.000642,0.000543,0.163887,0.163887,0.103247667,0.06493725,0.089348264,0.05160894,0,0,0,0,0,0,12.91392495,16.14240619,29.05633114,13650.01867,67,1392,469.7777778,566.4275721,0.000543,0.113688,0.038717875,0.046513195,0,0,0,0,0,0,0,0,1.158244002,469.7777778,525.25,1815.2,1.25,0.511363636,349.8,0,1.8,0.736363636,EMAIL
192.168.0.11:49197<->216.58.200.197:443,192.168.0.11,49197,216.58.200.197,443,6.233937979,30,48,15905,8979,54,60,1484,818,530.1666667,187.0625,572.7983989,197.7341226,6.218751,6.169556,0,0,2.818262,2.818262,0.21443969,0.131267149,0.54479431,0.435349775,15,25,0,0,0,0,4.812367415,7.699787865,12.51215528,3991.698359,54,1484,319.025641,419.1175942,0,2.804438,0.080960234,0.340493355,0,0,0,40,78,0,0,0,1.771355385,319.025641,475.7666667,7822.131148,2.033333333,0.435714286,133.0625,0,3.291666667,0.705357143,EMAIL
192.168.0.11:64344<->74.125.200.189:443,192.168.0.11,64344,74.125.200.189,443,0.106583833,1,1,75,68,75,68,75,68,75,68,0,0,0,0,1611079099,0,1611079099,1611079099,0,0,0,0,0,0,0,0,0,0,9.382285961,9.382285961,18.76457192,1341.666892,68,75,71.5,4.949747468,0.106584,0.106584,0.106584,0,0,0,0,0,0,0,0,0,1.102941176,71.5,33,75,1,1,26,0,1,1,EMAIL
192.168.0.11:53347<->202.88.149.25:53,192.168.0.11,53347,202.88.149.25,53,0.013218165,1,1,73,358,73,358,73,358,73,358,0,0,0,0,1611079101,0,1611079101,1611079101,0,0,0,0,0,0,0,0,0,0,75.65346627,75.65346627,151.3069325,32606.64396,73,358,215.5,201.5254326,0.013218,0.013218,0.013218,0,0,0,0,0,0,0,0,0,0.203910615,215.5,31,73,1,0.666666667,316,0,1,0.666666667,EMAIL
192.168.0.11:53348<->172.217.166.14:443,192.168.0.11,53348,172.217.166.14,443,0.483129978,10,15,4696,14820,75,67,1392,1392,469.6,988,633.313719,601.0606102,0.48313,0.402143,0.000287,0,0.175659,0.175659,0.053681111,0.0287245,0.070993464,0.044172859,0,0,0,0,0,0,20.6983637,31.04754555,51.74590926,40394.9266,67,1392,780.64,654.4731265,0,0.128933,0.020130417,0.035545202,0,0,0,0,0,0,0,0,0.316869096,780.64,427.6,2134.545455,2.2,0.401459854,946,0,3.8,0.693430657,EMAIL
192.168.0.21:5353<->224.0.0.251:5353,192.168.0.21,5353,224.0.0.251,5353,1,1,0,157,0,157,0,157,0,157,0,0,0,0,0,1611079101,0,1611079101,1611079101,0,0,0,0,0,0,0,0,0,0,1,1,1,157,157,157,157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,157,115,0,0,0,0,0,0,0,EMAIL
192.168.0.11:53186<->74.125.24.189:443,192.168.0.11,53186,74.125.24.189,443,15.08241105,2,1,150,68,75,68,75,68,75,68,0,0,14.975422,0,14.975422,0,14.975422,14.975422,14.975422,0,0,0,0,0,0,0,0,0,0.132604793,0.066302397,0.19890719,14.45392247,68,75,72.66666667,4.041451884,0.106989,14.975422,7.5412055,10.5135698,0,0,0,0,0,0,0,0,2.205882353,72.66666667,33,150,1,1,26,0,1,1,EMAIL
192.168.0.11:49601<->106.10.248.157:49601,192.168.0.11,49601,106.10.248.157,443,1,1,0,55,0,55,0,55,0,55,0,0,0,0,0,1611080149,0,1611080149,1611080149,0,0,0,0,0,0,0,0,0,0,1,1,1,55,55,55,55,0,0,0,0,0,0,0,0,0,1,0,0,0,1,55,1,0,0,0,0,0,0,0,EMAIL
192.168.0.11:49576<->52.139.250.253:49576,192.168.0.11,49576,52.139.250.253,443,9.597540855,2,0,225,0,54,0,171,0,112.5,0,82.7314934,0,9.597541,0,9.597541,0,9.597541,9.597541,9.597541,0,0,0,1,0,0,0,0,0,0.208386714,0,0.208386714,23.44350531,54,171,112.5,82.7314934,9.597541,9.597541,9.597541,0,0,0,1,1,2,0,0,0,1,112.5,58.5,0,0,0,0,0,0,0,EMAIL
192.168.0.11:49612<->216.58.200.197:443,192.168.0.11,49612,216.58.200.197,443,12.16163397,57,91,30730,17678,54,60,1484,943,539.122807,194.2637363,577.345003,216.5863356,12.141565,12.141145,0,0,4.458048,4.458048,0.216813661,0.134901611,0.629672338,0.504900891,30,46,0,0,0,0,4.686870214,7.482547183,12.1694174,3980.386198,54,1484,327.0810811,429.0179501,0,4.444208,0.082732204,0.397089358,0,0,0,76,148,0,0,0,1.738318814,327.0810811,485.122807,13269.77273,2.315789474,0.446853771,140.2637363,0,3.483516484,0.672177887,EMAIL
192.168.0.11:49605<->119.161.10.12:49605,192.168.0.11,49605,119.161.10.12,443,1,1,0,55,0,55,0,55,0,55,0,0,0,0,0,1611080151,0,1611080151,1611080151,0,0,0,0,0,0,0,0,0,0,1,1,1,55,55,55,55,0,0,0,0,0,0,0,0,0,1,0,0,0,1,55,1,0,0,0,0,0,0,0,EMAIL
192.168.0.11:62450<->172.217.167.46:443,192.168.0.11,62450,172.217.167.46,443,7.776001931,21,23,15828,5455,75,67,1392,787,753.7142857,237.173913,620.1339487,228.6185096,7.776002,7.752726,0.000124,0.000301,4.209034,4.209034,0.3888001,0.352396636,0.98259265,0.947755192,0,0,0,0,0,0,2.700616613,2.957818196,5.658434809,2737.010637,67,1392,483.7045455,523.1850835,0.000124,4.209034,0.180837256,0.688818666,0,0,0,0,0,0,0,0,2.901558203,483.7045455,711.7142857,6783.428571,2.333333333,0.64978903,195.173913,0,2.130434783,0.593285636,EMAIL
192.168.0.11:64238<->216.58.200.170:443,192.168.0.11,64238,216.58.200.170,443,8.176030875,17,18,10889,5571,75,67,1392,1392,640.5294118,309.5,518.6165633,352.1671144,8.176031,3.632072,0.000137,0.000303,4.501438,4.501438,0.511001938,0.213651294,1.202254251,0.559967879,0,0,0,0,0,0,2.079248508,2.201557244,4.280805752,2013.201791,67,1392,470.2857143,465.5744441,0.000137,4.501438,0.2404715,0.850335988,0,0,0,0,0,0,0,0,1.95458625,470.2857143,598.5294118,5609.484848,1.941176471,0.547912713,267.5,0,2.388888889,0.674283154,EMAIL
192.168.0.11:49615<->74.125.24.189:443,192.168.0.11,49615,74.125.24.189,443,0.080267191,1,1,55,66,55,66,55,66,55,66,0,0,0,0,1611080163,0,1611080163,1611080163,0,0,0,0,0,0,0,0,0,0,12.45839038,12.45839038,24.91678076,1507.465236,55,66,60.5,7.778174593,0.080267,0.080267,0.080267,0,0,0,0,0,2,0,0,0,0.833333333,60.5,1,55,1,0.666666667,0,0,1,0.666666667,EMAIL
192.168.0.11:51039<->172.217.167.197:443,192.168.0.11,51039,172.217.167.197,443,15.0242672,61,102,31170,24614,54,60,1484,1484,510.9836066,241.3137255,559.8536562,305.127306,15.007105,15.012539,0,0,2.927717,2.927717,0.250118417,0.148639,0.570145593,0.452672304,33,55,0,0,0,0,4.060098186,6.78901664,10.84911483,3712.926512,54,1484,342.2331288,437.3422759,0,2.91079,0.092742389,0.358900857,0,0,0,88,163,0,0,0,1.266352482,342.2331288,456.9836066,15090.2381,2.06557377,0.43782643,187.1960784,0,3.31372549,0.702389148,EMAIL
192.168.0.11:51066<->172.217.160.234:443,192.168.0.11,51066,172.217.160.234,443,14.11982489,30,52,9804,8225,54,60,1484,449,326.8,158.1730769,326.7599984,139.4132974,14.106104,14.107435,0,0,4.408876,4.408876,0.486417379,0.276616373,1.148608655,0.892295439,21,28,0,0,0,0,2.124672242,3.68276522,5.807437462,1276.857195,54,1484,219.8658537,239.0461892,0,4.39208,0.174318827,0.714669612,0,0,0,49,82,0,0,0,1.191975684,219.8658537,272.4,5656.153846,1.733333333,0.395914578,104.1730769,0,3.288461538,0.75112492,EMAIL
192.168.0.11:54527<->239.255.255.250:54527,192.168.0.11,54527,239.255.255.250,1900,3.002502919,4,0,864,0,216,0,216,0,216,0,0,0,3.002503,0,1.000411,0,1.001447,1.001447,1.000834333,0,0.000543332,0,0,0,0,0,0,0,1.332221852,0,1.332221852,287.7599201,216,216,216,0,1.000411,1.001447,1.000834333,0.000543332,0,0,0,0,0,0,0,0,1,216,174,0,0,0,0,0,0,0,EMAIL
192.168.0.11:51064<->216.58.196.195:443,192.168.0.11,51064,216.58.196.195,443,0.022601128,1,1,55,66,55,66,55,66,55,66,0,0,0,0,1611491228,0,1611491228,1611491228,0,0,0,0,0,0,0,0,0,0,44.24557925,44.24557925,88.49115849,5353.715089,55,66,60.5,7.778174593,0.022601,0.022601,0.022601,0,0,0,0,0,2,0,0,0,0.833333333,60.5,1,55,1,0.666666667,0,0,1,0.666666667,EMAIL
192.168.0.11:51068<->172.217.167.1:443,192.168.0.11,51068,172.217.167.1,443,0.010357857,1,1,55,66,55,66,55,66,55,66,0,0,0,0,1611491229,0,1611491229,1611491229,0,0,0,0,0,0,0,0,0,0,96.54506719,96.54506719,193.0901344,11681.95313,55,66,60.5,7.778174593,0.010358,0.010358,0.010358,0,0,0,0,0,2,0,0,0,0.833333333,60.5,1,55,1,0.666666667,0,0,1,0.666666667,EMAIL
74.125.24.189:443<->192.168.0.11:55677,74.125.24.189,443,192.168.0.11,55677,0.026300192,1,1,86,75,86,75,86,75,86,75,0,0,0,0,1611491229,0,1611491229,1611491229,0,0,0,0,0,0,0,0,0,0,38.02253611,38.02253611,76.04507222,6121.628314,75,86,80.5,7.778174593,0.0263,0.0263,0.0263,0,0,0,0,0,0,0,0,0,1.146666667,80.5,44,86,1,0.666666667,33,0,1,0.666666667,EMAIL
216.58.196.109:443<->192.168.0.11:51035,216.58.196.109,443,192.168.0.11,51035,0.055625916,2,2,187,108,60,54,127,54,93.5,54,47.37615434,0,0.055489,0.055171,0.055489,0.055171,0.055489,0.055489,0.055489,0.055171,0,0,1,0,0,0,0,0,35.9544641,35.9544641,71.90892821,5303.283455,54,127,73.75,35.61249781,0.000137,0.055034,0.018542,0.031603399,2,0,0,1,4,0,0,0,1.731481481,73.75,39.5,124.6666667,1.5,0.6,0,0,1.5,0.6,EMAIL
192.168.0.11:51065<->172.217.166.206:443,192.168.0.11,51065,172.217.166.206,443,0.017193079,1,1,55,66,55,66,55,66,55,66,0,0,0,0,1611491230,0,1611491230,1611491230,0,0,0,0,0,0,0,0,0,0,58.1629387,58.1629387,116.3258774,7037.715583,55,66,60.5,7.778174593,0.017193,0.017193,0.017193,0,0,0,0,0,2,0,0,0,0.833333333,60.5,1,55,1,0.666666667,0,0,1,0.666666667,EMAIL
172.217.166.3:443<->192.168.0.11:51037,172.217.166.3,443,192.168.0.11,51037,0.01218009,2,2,187,108,60,54,127,54,93.5,54,47.37615434,0,0.01205,0.011816,0.01205,0.011816,0.01205,0.01205,0.01205,0.011816,0,0,1,0,0,0,0,0,164.2023992,164.2023992,328.4047983,24219.85388,54,127,73.75,35.61249781,0.00013,0.011686,0.00406,0.006605346,2,0,0,1,4,0,0,0,1.731481481,73.75,39.5,124.6666667,1.5,0.6,0,0,1.5,0.6,EMAIL
172.217.166.5:443<->192.168.0.11:51038,172.217.166.5,443,192.168.0.11,51038,0.012338161,2,2,187,108,60,54,127,54,93.5,54,47.37615434,0,0.012194,0.011963,0.012194,0.011963,0.012194,0.012194,0.012194,0.011963,0,0,1,0,0,0,0,0,162.0987115,162.0987115,324.1974229,23909.55994,54,127,73.75,35.61249781,0.000144,0.011819,0.004112667,0.00667488,2,0,0,1,4,0,0,0,1.731481481,73.75,39.5,124.6666667,1.5,0.6,0,0,1.5,0.6,EMAIL
192.168.0.11:51498<->172.217.161.14:443,192.168.0.11,51498,172.217.161.14,443,7.776926041,20,19,16345,4588,75,68,1392,716,817.25,241.4736842,593.7730273,223.1193922,7.776926,7.743294,0.000095,0,5.390425,5.390425,0.409311895,0.430183,1.230922354,1.274184373,0,0,0,0,0,0,2.571710197,2.443124687,5.014834884,2691.680478,68,1392,536.7435897,533.7311919,0,5.390425,0.204655947,0.882537887,0,0,0,0,0,0,0,0,3.56255449,536.7435897,775.25,7264.444444,2.25,0.631294964,199.4736842,0,2.052631579,0.575918213,EMAIL
192.168.0.11:51043<->74.125.130.188:5228,192.168.0.11,51043,74.125.130.188,5228,0.085647821,1,1,55,66,55,66,55,66,55,66,0,0,0,0,1611491233,0,1611491233,1611491233,0,0,0,0,0,0,0,0,0,0,11.67572027,11.67572027,23.35144055,1412.762153,55,66,60.5,7.778174593,0.085648,0.085648,0.085648,0,0,0,0,0,2,0,0,0,0.833333333,60.5,1,55,1,0.666666667,0,0,1,0.666666667,EMAIL
192.168.0.11:54535<->172.217.166.14:443,192.168.0.11,54535,172.217.166.14,443,0.570965767,6,7,3366,3277,75,67,1392,1392,561,468.1428571,652.8898835,608.5738598,0.570966,0.5334,0.000216,0,0.390507,0.390507,0.1141932,0.0889,0.172460332,0.145777198,0,0,0,0,0,0,10.50851092,12.25992941,22.76844034,11634.67301,67,1392,511,604.2458109,0,0.365569,0.0475805,0.107790795,0,0,0,0,0,0,0,0,1.027158987,511,519,2019.6,1.666666667,0.555555556,426.1428571,0,2,0.666666667,EMAIL
192.168.0.11:51049<->172.217.167.35:443,192.168.0.11,51049,172.217.167.35,443,0.013849974,1,1,55,66,55,66,55,66,55,66,0,0,0,0,1611491239,0,1611491239,1611491239,0,0,0,0,0,0,0,0,0,0,72.20230161,72.20230161,144.4046032,8736.478494,55,66,60.5,7.778174593,0.01385,0.01385,0.01385,0,0,0,0,0,2,0,0,0,0.833333333,60.5,1,55,1,0.666666667,0,0,1,0.666666667,EMAIL
52.139.250.253:443<->192.168.0.11:49576,52.139.250.253,443,192.168.0.11,49576,0.208190917,3,3,759,668,161,54,379,443,253,222.6666667,112.9070414,199.5803932,0.168488,0.205163,0.081591,0.084472,0.086897,0.086897,0.084244,0.1025815,0.003751909,0.025610701,3,2,0,0,0,0,14.40985055,14.40985055,28.8197011,6854.285579,54,443,237.8333333,145.9731711,0.000603,0.083869,0.0416382,0.04034299,0,0,0,5,6,0,0,0,1.136227545,237.8333333,199,455.4,1.666666667,0.666666667,168.6666667,0,1.333333333,0.533333333,EMAIL
192.168.0.11:49511<->106.10.218.155:443,192.168.0.11,49511,106.10.218.155,443,11.1626091,47,53,31293,6065,54,60,1490,210,665.8085106,114.4339623,643.9415528,39.16116082,11.162609,11.072673,0,0,3.145916,3.145916,0.242665413,0.212936019,0.601878532,0.600282271,21,49,0,0,0,0,4.210485163,4.747993907,8.95847907,3346.708611,54,1490,373.58,519.5873106,0,3.145916,0.112753626,0.425574555,0,0,0,70,100,0,0,0,5.159604287,373.58,611.8085106,10005.2449,3.127659574,0.531914894,60.43396226,0,3.41509434,0.580798357,EMAIL
192.168.0.11:49514<->152.199.43.21:443,192.168.0.11,49514,152.199.43.21,443,10.30232096,20,16,8320,2132,54,60,659,173,416,133.25,303.2515024,44.74147964,10.302321,10.13793,0.000257,0.001023,4.741802,4.741802,0.542227421,0.675862,1.408027293,1.606918103,12,12,0,0,0,0,1.941310126,1.553048101,3.494358228,1014.528672,54,659,290.3333333,266.6158285,0.000102,4.741802,0.294352029,1.060192492,0,0,0,24,36,0,0,0,3.902439024,290.3333333,362,3697.777778,2.25,0.536423841,79.25,0,2.5,0.59602649,EMAIL
192.168.0.11:49518<->106.10.218.43:443,192.168.0.11,49518,106.10.218.43,443,11.40941596,25,32,2676,4359,54,60,169,256,107.04,136.21875,52.4583009,61.47002121,11.409416,11.326188,0.005415,0,3.527821,3.527821,0.475392333,0.365360903,0.904677436,0.859232814,13,30,0,0,0,0,2.191172632,2.804700969,4.995873601,616.5959786,54,256,123.4210526,59.02933513,0,3.527821,0.203739571,0.630237947,0,0,0,43,57,0,0,0,0.613902271,123.4210526,53.04,1486.666667,1.8,0.483962264,81.84375,0,2.46875,0.663767689,EMAIL
192.168.0.11:49516<->52.77.87.5:443,192.168.0.11,49516,52.77.87.5,443,12.20832801,22,22,6389,3751,54,92,553,249,290.4090909,170.5,242.0929886,80.34731157,12.208328,12.117082,0.086508,0.000346,3.789417,3.789417,0.581348952,0.577003905,0.97088757,1.029917154,11,22,0,0,0,0,1.802048568,1.802048568,3.604097135,830.5805671,54,553,230.4545455,188.292135,0.000056,3.789417,0.283914605,0.731629756,0,0,0,33,44,0,0,0,1.703279126,230.4545455,236.4090909,4392.4375,1.454545455,0.598130841,116.5,0,1.5,0.61682243,EMAIL
192.168.0.11:49575<->52.77.152.198:443,192.168.0.11,49575,52.77.152.198,443,0.082954168,2,1,108,60,54,60,54,60,54,60,0,0,0.000171,0,0.000171,0,0.000171,0.000171,0.000171,0,0,0,0,0,0,0,0,0,24.10969874,12.05484937,36.16454812,2025.214694,54,60,56,3.464101615,0.000171,0.082783,0.041477,0.058415505,1,0,1,0,3,0,0,0,1.8,56,0,72,1.5,0.75,6,0,1,0.5,EMAIL
192.168.0.11:49571<->52.74.13.196:443,192.168.0.11,49571,52.74.13.196,443,0.091521024,2,1,108,60,54,60,54,60,54,60,0,0,0.000108,0,0.000108,0,0.000108,0.000108,0.000108,0,0,0,0,0,0,0,0,0,21.85290235,10.92645117,32.77935352,1835.643797,54,60,56,3.464101615,0.000108,0.091413,0.0457605,0.064562385,1,0,1,0,3,0,0,0,1.8,56,0,72,1.5,0.75,6,0,1,0.5,EMAIL
192.168.0.11:49577<->52.74.13.196:443,192.168.0.11,49577,52.74.13.196,443,3.272083044,15,16,5122,6863,54,60,1490,1354,341.4666667,428.9375,504.6018043,506.2854885,3.188157,3.182257,0,0,1.996641,1.996641,0.2277255,0.212150467,0.527835199,0.521767085,4,8,0,0,0,0,4.584235729,4.889851445,9.474087174,3662.804348,54,1490,386.6129032,498.9599635,0,1.996079,0.109069433,0.371100407,2,2,1,12,30,0,0,0,0.746320851,386.6129032,286.6666667,1746.136364,2.933333333,0.528682171,374.6875,0,3.25,0.585755814,EMAIL
192.168.0.11:49572<->54.254.222.211:443,192.168.0.11,49572,54.254.222.211,443,5.770822048,8,4,898,1822,54,424,201,487,112.25,455.5,66.40299047,36.37306696,5.770822,5.650029,0.117809,0.619597,3.731777,3.731777,0.824403143,1.883343,1.326678659,1.738170184,4,4,0,0,0,0,1.386284299,0.69314215,2.079426449,471.3366618,54,487,226.6666667,178.1272953,0.036965,3.731777,0.524620182,1.107388551,0,0,0,8,12,0,0,0,0.492864984,226.6666667,58.25,898,1,0.6,401.5,0,1,0.6,EMAIL
192.168.0.11:49578<->52.74.13.196:443,192.168.0.11,49578,52.74.13.196,443,3.100255013,15,16,5131,9461,54,60,1490,1354,342.0666667,591.3125,504.4025414,577.0319135,3.014368,3.019762,0,0.000543,1.601315,1.601315,0.215312,0.201317467,0.439565368,0.440532999,4,6,0,0,0,0,4.838311667,5.160865778,9.999177445,4706.70959,54,1490,470.7096774,548.8579169,0,1.598646,0.103341833,0.312761958,2,2,1,10,30,0,0,0,0.542331677,470.7096774,287.2666667,1973.461538,2.6,0.513375796,537.0625,0,3,0.592356688,EMAIL
192.168.0.11:49579<->52.77.152.198:443,192.168.0.11,49579,52.77.152.198,443,3.049866915,16,22,5105,14613,54,60,1311,1490,319.0625,664.2272727,475.4510096,573.3049493,2.961987,2.967602,0.000108,0,1.149057,1.149057,0.1974658,0.141314381,0.301298837,0.282651769,5,10,0,0,0,0,5.246130551,7.213429508,12.45956006,6465.200138,54,1490,518.8947368,554.9934399,0,1.147283,0.082428838,0.206624645,2,2,1,15,37,0,0,0,0.349346472,518.8947368,264.3125,2917.142857,1.75,0.51953125,609.6818182,0,2.227272727,0.661221591,EMAIL
192.168.0.11:58752<->172.217.166.194:443,192.168.0.11,58752,172.217.166.194,443,11.34539509,18,27,1925,4816,75,67,153,307,106.9444444,178.3703704,33.2025375,100.9596828,11.345395,11.303624,0.020427,0,4.577858,4.577858,0.667376176,0.434754769,1.364612037,1.154726022,0,0,0,0,0,0,1.586546776,2.379820164,3.96636694,594.1617676,67,307,149.8,87.75653304,0,4.577858,0.257849886,0.894611966,0,0,0,0,0,0,0,0,0.399709302,149.8,64.94444444,1117.741935,1.722222222,0.472560976,136.3703704,0,2.407407407,0.660569106,EMAIL
192.168.0.11:58753<->172.217.166.194:443,192.168.0.11,58753,172.217.166.194,443,11.34860897,18,26,1907,5125,75,67,151,318,105.9444444,197.1153846,32.18416166,109.3630018,11.348609,11.308039,0.017504,0.000418,4.60472,4.60472,0.667565235,0.45232156,1.360177332,1.171244486,0,0,0,0,0,0,1.586097472,2.291029682,3.877127154,619.6354125,67,318,159.8181818,97.05267635,0.000399,4.60472,0.26392114,0.901743064,0,0,0,0,0,0,0,0,0.372097561,159.8181818,63.94444444,1107.290323,1.722222222,0.501839588,155.1153846,0,2.192307692,0.638818136,EMAIL
192.168.0.11:60512<->172.217.166.194:443,192.168.0.11,60512,172.217.166.194,443,12.09340501,42,70,16839,25572,75,68,1392,1392,400.9285714,365.3142857,434.253966,509.0322032,12.06334,12.076307,0.000085,0,4.389227,4.389227,0.294227805,0.175018942,0.721794475,0.573867226,0,0,0,0,0,0,3.472967289,5.788278814,9.261246103,3506.952754,68,1392,378.6696429,480.6506736,0,4.375173,0.108949595,0.455178758,0,0,0,0,0,0,0,0,0.658493665,378.6696429,358.9285714,9184.909091,1.833333333,0.397163121,323.3142857,0,3.457142857,0.74893617,EMAIL
192.168.0.11:49524<->152.199.40.143:443,192.168.0.11,49524,152.199.40.143,443,5.296463012,4,2,404,312,54,156,148,156,101,156,54.2709253,0,5.296463,5.226396,0.072666,5.226396,5.141767,5.141767,1.765487667,5.226396,2.923947421,0,2,2,0,0,0,0,0.755220983,0.377610491,1.132831474,135.1845559,54,156,119.3333333,50.73328953,0.019618,5.141767,1.0592926,2.282214124,0,0,0,4,6,0,0,0,1.294871795,119.3333333,47,269.3333333,1.5,0.75,102,0,1,0.5,EMAIL
192.168.0.11:49512<->119.161.10.11:443,192.168.0.11,49512,119.161.10.11,443,7.670961142,52,79,11044,88918,54,60,1490,1490,212.3846154,1125.544304,307.3810405,576.3894205,7.670961,7.498248,0,0,2.50772,2.50772,0.150411,0.096131385,0.481404105,0.415526366,17,21,0,0,0,0,6.778811551,10.29857909,17.07739064,13031.22231,54,1490,763.0687023,661.4728344,0,2.50772,0.059007392,0.308153523,0,0,0,38,131,0,0,0,0.124204323,763.0687023,158.3846154,3006.743455,3.673076923,0.318446775,1071.544304,0,9.101265823,0.78905746,EMAIL
192.168.0.11:49220<->74.125.24.188:5228,192.168.0.11,49220,74.125.24.188,5228,0.081585168,1,1,55,66,55,66,55,66,55,66,0,0,0,0,1611079783,0,1611079783,1611079783,0,0,0,0,0,0,0,0,0,0,12.25712987,12.25712987,24.51425975,1483.112715,55,66,60.5,7.778174593,0.081585,0.081585,0.081585,0,0,0,0,0,2,0,0,0,0.833333333,60.5,1,55,1,0.666666667,0,0,1,0.666666667,EMAIL
192.168.0.11:49255<->104.123.216.96:443,192.168.0.11,49255,104.123.216.96,443,6.564599038,5,5,1929,1516,54,60,883,665,385.8,303.2,453.8796096,330.2857853,6.564599,6.493659,0.074398,0.002984,5.39402,5.39402,1.64114975,1.62341475,2.540443524,2.608663326,2,2,0,0,0,0,0.761661142,0.761661142,1.523322284,524.7845268,54,883,344.5,376.7460831,0.002984,5.39402,0.729399889,1.778798032,0,0,0,4,10,0,0,0,1.272427441,344.5,331.8,1377.857143,1.4,0.608695652,246.8,0,1.4,0.608695652,EMAIL
192.168.0.11:49269<->185.184.8.30:443,192.168.0.11,49269,185.184.8.30,443,0.164813996,1,1,55,60,55,60,55,60,55,60,0,0,0,0,1611079784,0,1611079784,1611079784,0,0,0,0,0,0,0,0,0,0,6.067445874,6.067445874,12.13489175,697.7562755,55,60,57.5,3.535533906,0.164814,0.164814,0.164814,0,0,0,0,0,2,0,0,0,0.916666667,57.5,1,55,1,1,6,0,1,1,EMAIL
192.168.0.11:49513<->119.161.10.12:443,192.168.0.11,49513,119.161.10.12,443,6.094154835,12,15,1416,17995,54,392,316,1490,118,1199.666667,115.8400151,349.0392255,6.094155,5.985862,0.002208,0.000678,4.911259,4.911259,0.554014091,0.427561571,1.447839103,1.325599493,3,11,0,0,0,0,1.969099953,2.461374941,4.430474895,3185.183266,54,1490,718.9259259,609.3257261,0.000061,4.911259,0.234390577,0.955991438,0,0,0,14,27,0,0,0,0.078688525,718.9259259,64,894.3157895,1.583333333,0.497093023,1145.666667,0,2.2,0.690697674,EMAIL
35.244.247.133:443<->192.168.0.11:443,35.244.247.133,443,192.168.0.11,49504,1,1,0,60,0,60,0,60,0,60,0,0,0,0,0,1611079785,0,1611079785,1611079785,0,0,0,0,0,0,0,0,0,0,1,1,1,60,60,60,60,0,0,0,0,0,1,0,0,0,1,0,0,0,1,60,6,0,0,0,0,0,0,0,EMAIL
