flow,src,src_port,dst,dst_port,feduration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,min_bpktl,max_fpktl,max_bpktl,mean_fpktl,mean_bpktl,std_fpktl,std_bpktl,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,fPktsPerSecond,bPktsPerSecond,flowPktsPerSecond,flowBytesPerSecond,min_flowpktl,max_flowpktl,mean_flowpktl,std_flowpktl,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,flow_fin,flow_syn,flow_rst,flow_psh,flow_ack,flow_urg,flow_cwr,flow_ece,downUpRatio,avgPacketSize,fAvgSegmentSize,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bAvgSegmentSize,bAvgBytesPerBulk,bAvgPacketsPerBulk,bAvgBulkRate,label
192.168.0.11:65304<->202.88.149.25:53,192.168.0.11,65304,202.88.149.25,53,0.014008045,1,1,75,355,75,355,75,355,75,355,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,71.38754908,71.38754908,142.7750982,30696.64611,75,355,215,197.9898987,0.014008,0.014008,0.014008,0,0,0,0,0,0,0,0,0,0.211267606,215,33,75,1,0.666666667,313,0,1,0.666666667,WWW
192.168.0.11:52763<->202.88.149.25:53,192.168.0.11,52763,202.88.149.25,53,0.013700962,1,1,77,532,77,532,77,532,77,532,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,72.98757562,72.98757562,145.9751512,44449.43355,77,532,304.5,321.7335854,0.013701,0.013701,0.013701,0,0,0,0,0,0,0,0,0,0.144736842,304.5,35,77,1,0.666666667,490,0,1,0.666666667,WWW
192.168.0.11:58598<->202.88.149.25:53,192.168.0.11,58598,202.88.149.25,53,0.018232822,1,1,74,403,74,403,74,403,74,403,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,54.84614505,54.84614505,109.6922901,26161.61119,74,403,238.5,232.638131,0.018233,0.018233,0.018233,0,0,0,0,0,0,0,0,0,0.183622829,238.5,32,74,1,0.666666667,361,0,1,0.666666667,WWW
192.168.0.11:59733<->202.88.149.25:53,192.168.0.11,59733,202.88.149.25,53,0.013379097,1,1,83,524,83,524,83,524,83,524,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,74.74345989,74.74345989,149.4869198,45369.28015,83,524,303.5,311.8340905,0.013379,0.013379,0.013379,0,0,0,0,0,0,0,0,0,0.158396947,303.5,41,83,1,0.666666667,482,0,1,0.666666667,WWW
192.168.0.11:58337<->202.88.149.25:53,192.168.0.11,58337,202.88.149.25,53,0.016407013,1,1,75,355,75,355,75,355,75,355,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,60.94954639,60.94954639,121.8990928,26208.30495,75,355,215,197.9898987,0.016407,0.016407,0.016407,0,0,0,0,0,0,0,0,0,0.211267606,215,33,75,1,0.666666667,313,0,1,0.666666667,WWW
192.168.0.11:51991<->202.88.149.25:53,192.168.0.11,51991,202.88.149.25,53,0.01587081,1,1,79,286,79,286,79,286,79,286,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,63.00875633,63.00875633,126.0175127,22998.19606,79,286,182.5,146.3711037,0.015871,0.015871,0.015871,0,0,0,0,0,0,0,0,0,0.276223776,182.5,37,79,1,0.666666667,244,0,1,0.666666667,WWW
192.168.0.11:60304<->202.88.149.25:53,192.168.0.11,60304,202.88.149.25,53,0.168876171,2,1,160,80,80,80,80,80,80,80,0,0,0.10431,0,0.10431,0,0.10431,0.10431,0.10431,0,0,0,0,0,0,0,0,0,11.84299708,5.92149854,17.76449562,1421.15965,80,80,80,0,0.064566,0.10431,0.084438,0.028103252,0,0,0,0,0,0,0,0,2,80,38,160,1,0.75,38,0,1,0.75,WWW
192.168.0.11:60101<->202.88.149.25:53,192.168.0.11,60101,202.88.149.25,53,0.016726017,1,1,74,403,74,403,74,403,74,403,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,59.78709695,59.78709695,119.5741939,28518.44525,74,403,238.5,232.638131,0.016726,0.016726,0.016726,0,0,0,0,0,0,0,0,0,0.183622829,238.5,32,74,1,0.666666667,361,0,1,0.666666667,WWW
192.168.0.11:61513<->202.88.149.25:53,192.168.0.11,61513,202.88.149.25,53,0.016665935,1,1,75,127,75,127,75,127,75,127,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,60.00263412,60.00263412,120.0052682,12120.53209,75,127,101,36.76955262,0.016666,0.016666,0.016666,0,0,0,0,0,0,0,0,0,0.590551181,101,33,75,1,0.666666667,85,0,1,0.666666667,WWW
192.168.0.11:54196<->202.88.149.25:53,192.168.0.11,54196,202.88.149.25,53,0.02267909,1,1,80,520,80,520,80,520,80,520,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,44.09347994,44.09347994,88.18695988,26456.08796,80,520,300,311.1269837,0.022679,0.022679,0.022679,0,0,0,0,0,0,0,0,0,0.153846154,300,38,80,1,0.666666667,478,0,1,0.666666667,WWW
192.168.0.11:65148<->202.88.149.25:53,192.168.0.11,65148,202.88.149.25,53,0.01936698,1,1,78,537,78,537,78,537,78,537,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,51.63427649,51.63427649,103.268553,31755.08004,78,537,307.5,324.5620126,0.019367,0.019367,0.019367,0,0,0,0,0,0,0,0,0,0.145251397,307.5,36,78,1,0.666666667,495,0,1,0.666666667,WWW
192.168.0.11:57678<->202.88.149.25:53,192.168.0.11,57678,202.88.149.25,53,0.023730994,1,1,71,352,71,352,71,352,71,352,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,42.13898499,42.13898499,84.27796998,17824.79065,71,352,211.5,198.6970055,0.023731,0.023731,0.023731,0,0,0,0,0,0,0,0,0,0.201704545,211.5,29,71,1,0.666666667,310,0,1,0.666666667,WWW
192.168.0.11:49890<->202.88.149.25:53,192.168.0.11,49890,202.88.149.25,53,0.02230382,1,1,77,542,77,542,77,542,77,542,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,44.83536901,44.83536901,89.67073802,27753.09342,77,542,309.5,328.8046533,0.022304,0.022304,0.022304,0,0,0,0,0,0,0,0,0,0.142066421,309.5,35,77,1,0.666666667,500,0,1,0.666666667,WWW
192.168.0.11:58648<->202.88.149.25:53,192.168.0.11,58648,202.88.149.25,53,0.016894102,1,1,83,524,83,524,83,524,83,524,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,59.19225538,59.19225538,118.3845108,35929.69902,83,524,303.5,311.8340905,0.016894,0.016894,0.016894,0,0,0,0,0,0,0,0,0,0.158396947,303.5,41,83,1,0.666666667,482,0,1,0.666666667,WWW
192.168.0.11:52377<->202.88.149.25:53,192.168.0.11,52377,202.88.149.25,53,0.021739006,1,1,74,167,74,167,74,167,74,167,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,46.00026331,46.00026331,92.00052661,11086.06346,74,167,120.5,65.76093065,0.021739,0.021739,0.021739,0,0,0,0,0,0,0,0,0,0.443113772,120.5,32,74,1,0.666666667,125,0,1,0.666666667,WWW
192.168.0.11:49850<->202.88.149.25:53,192.168.0.11,49850,202.88.149.25,53,0.017407894,1,1,76,285,76,285,76,285,76,285,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,57.44520273,57.44520273,114.8904055,20737.71819,76,285,180.5,147.7853173,0.017408,0.017408,0.017408,0,0,0,0,0,0,0,0,0,0.266666667,180.5,34,76,1,0.666666667,243,0,1,0.666666667,WWW
192.168.0.11:50158<->202.88.149.25:53,192.168.0.11,50158,202.88.149.25,53,0.022866011,1,1,83,325,83,325,83,325,83,325,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,43.7330324,43.7330324,87.46606481,17843.07722,83,325,204,171.119841,0.022866,0.022866,0.022866,0,0,0,0,0,0,0,0,0,0.255384615,204,41,83,1,0.666666667,283,0,1,0.666666667,WWW
192.168.0.11:60304<->202.88.149.6:53,192.168.0.11,60304,202.88.149.6,53,0.020070076,1,1,80,80,80,80,80,80,80,80,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,49.82542169,49.82542169,99.65084337,7972.06747,80,80,80,0,0.02007,0.02007,0.02007,0,0,0,0,0,0,0,0,0,1,80,38,80,1,0.666666667,38,0,1,0.666666667,WWW
192.168.0.11:59244<->202.88.149.25:53,192.168.0.11,59244,202.88.149.25,53,0.022268057,1,1,83,164,83,164,83,164,83,164,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,44.90737562,44.90737562,89.81475124,11092.12178,83,164,123.5,57.27564928,0.022268,0.022268,0.022268,0,0,0,0,0,0,0,0,0,0.506097561,123.5,41,83,1,0.666666667,122,0,1,0.666666667,WWW
192.168.0.11:64488<->202.88.149.25:53,192.168.0.11,64488,202.88.149.25,53,0.02068305,1,1,78,511,78,511,78,511,78,511,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,48.34876868,48.34876868,96.69753736,28477.42475,78,511,294.5,306.1772363,0.020683,0.020683,0.020683,0,0,0,0,0,0,0,0,0,0.152641879,294.5,36,78,1,0.666666667,469,0,1,0.666666667,WWW
192.168.0.11:54882<->103.229.205.253:443,192.168.0.11,54882,103.229.205.253,443,10.9490242,8,8,1573,4479,54,60,572,1490,196.625,559.875,233.5049326,620.5477851,10.795905,10.786553,0.052829,0,9.896872,9.896872,1.542272143,1.540936143,3.684806619,3.801530582,3,3,0,0,0,0,0.730658719,0.730658719,1.461317439,552.7433212,54,1490,378.25,490.2401452,0,9.896872,0.729934933,2.536941624,0,2,0,6,15,0,0,0,0.351194463,378.25,141.125,1258.4,1.25,0.571428571,502.875,0,1.75,0.8,WWW
192.168.0.11:60304<->202.88.131.91:53,192.168.0.11,60304,202.88.131.91,53,0.048023939,1,1,80,80,80,80,80,80,80,80,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,20.82294832,20.82294832,41.64589664,3331.671731,80,80,80,0,0.048024,0.048024,0.048024,0,0,0,0,0,0,0,0,0,1,80,38,80,1,0.666666667,38,0,1,0.666666667,WWW
192.168.0.11:54883<->151.101.154.49:443,192.168.0.11,54883,151.101.154.49,443,3.895972013,14,18,2475,9327,54,60,571,1490,176.7857143,518.1666667,157.1682971,611.6891992,3.895972,3.761397,0.000184,0.000312,2.48643,2.48643,0.299690154,0.221258647,0.673625675,0.633000592,8,7,0,0,0,0,3.593454972,4.620156392,8.213611364,3029.282541,54,1490,368.8125,495.1267962,0.000086,2.48643,0.125676516,0.444802748,0,2,0,15,31,0,0,0,0.265358636,368.8125,121.9285714,990,2.5,0.506329114,463.5,0,3.055555556,0.618846695,WWW
192.168.0.11:52324<->202.88.149.25:53,192.168.0.11,52324,202.88.149.25,53,0.011430979,1,1,90,262,90,262,90,262,90,262,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,87.48157091,87.48157091,174.9631418,30793.51296,90,262,176,121.6223664,0.011431,0.011431,0.011431,0,0,0,0,0,0,0,0,0,0.34351145,176,48,90,1,0.666666667,220,0,1,0.666666667,WWW
192.168.0.11:55377<->202.88.149.25:53,192.168.0.11,55377,202.88.149.25,53,0.053478003,1,1,78,143,78,143,78,143,78,143,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,18.69927716,18.69927716,37.39855432,4132.540252,78,143,110.5,45.96194078,0.053478,0.053478,0.053478,0,0,0,0,0,0,0,0,0,0.545454545,110.5,36,78,1,0.666666667,101,0,1,0.666666667,WWW
192.168.0.11:53274<->202.88.149.25:53,192.168.0.11,53274,202.88.149.25,53,0.013865947,1,1,80,377,80,377,80,377,80,377,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,72.11912753,72.11912753,144.2382551,32958.44128,80,377,228.5,210.010714,0.013866,0.013866,0.013866,0,0,0,0,0,0,0,0,0,0.212201592,228.5,38,80,1,0.666666667,335,0,1,0.666666667,WWW
192.168.0.11:58931<->202.88.149.25:53,192.168.0.11,58931,202.88.149.25,53,0.019484996,1,1,90,274,90,274,90,274,90,274,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,51.32153992,51.32153992,102.6430798,18681.04053,90,274,182,130.1076477,0.019485,0.019485,0.019485,0,0,0,0,0,0,0,0,0,0.328467153,182,48,90,1,0.666666667,232,0,1,0.666666667,WWW
192.168.0.11:55494<->202.88.149.25:53,192.168.0.11,55494,202.88.149.25,53,0.018679142,1,1,76,552,76,552,76,552,76,552,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,53.53564955,53.53564955,107.0712991,33620.38792,76,552,314,336.5828278,0.018679,0.018679,0.018679,0,0,0,0,0,0,0,0,0,0.137681159,314,34,76,1,0.666666667,510,0,1,0.666666667,WWW
192.168.0.11:53517<->202.88.149.25:53,192.168.0.11,53517,202.88.149.25,53,0.020123959,1,1,84,415,84,415,84,415,84,415,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,49.6920114,49.6920114,99.3840228,24796.31369,84,415,249.5,234.0523446,0.020124,0.020124,0.020124,0,0,0,0,0,0,0,0,0,0.202409639,249.5,42,84,1,0.666666667,373,0,1,0.666666667,WWW
192.168.0.11:61334<->202.88.149.25:53,192.168.0.11,61334,202.88.149.25,53,0.016793966,1,1,73,386,73,386,73,386,73,386,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,59.54519617,59.54519617,119.0903923,27331.24504,73,386,229.5,221.3244225,0.016794,0.016794,0.016794,0,0,0,0,0,0,0,0,0,0.189119171,229.5,31,73,1,0.666666667,344,0,1,0.666666667,WWW
192.168.0.11:54884<->172.217.160.226:443,192.168.0.11,54884,172.217.160.226,443,0.176635981,6,6,853,3228,54,60,571,1484,142.1666667,538,210.1393982,732.7864628,0.176636,0.161087,0.01566,0,0.087531,0.087531,0.0353272,0.0322174,0.029929411,0.031377125,1,1,0,0,0,0,33.96816416,33.96816416,67.93632833,23104.01299,54,1484,340.0833333,553.9711936,0,0.072826,0.016057818,0.021918505,2,2,0,2,11,0,0,0,0.26425031,340.0833333,86.16666667,393.6923077,2.166666667,0.5,482,0,2.666666667,0.615384615,WWW
192.168.0.11:51092<->202.88.149.25:53,192.168.0.11,51092,202.88.149.25,53,0.012270927,1,1,72,542,72,542,72,542,72,542,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,81.49343566,81.49343566,162.9868713,50036.9695,72,542,307,332.3401872,0.012271,0.012271,0.012271,0,0,0,0,0,0,0,0,0,0.132841328,307,30,72,1,0.666666667,500,0,1,0.666666667,WWW
192.168.0.11:64615<->202.88.149.25:53,192.168.0.11,64615,202.88.149.25,53,0.017997026,1,1,78,511,78,511,78,511,78,511,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,55.56473608,55.56473608,111.1294722,32727.62955,78,511,294.5,306.1772363,0.017997,0.017997,0.017997,0,0,0,0,0,0,0,0,0,0.152641879,294.5,36,78,1,0.666666667,469,0,1,0.666666667,WWW
192.168.0.11:60005<->202.88.149.25:53,192.168.0.11,60005,202.88.149.25,53,0.025121928,1,1,72,550,72,550,72,550,72,550,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,39.80586203,39.80586203,79.61172407,24759.24619,72,550,311,337.9970414,0.025122,0.025122,0.025122,0,0,0,0,0,0,0,0,0,0.130909091,311,30,72,1,0.666666667,508,0,1,0.666666667,WWW
192.168.0.11:54885<->18.139.245.41:443,192.168.0.11,54885,18.139.245.41,443,4.179233075,26,27,3785,10402,54,60,571,1490,145.5769231,385.2592593,125.8917545,414.9084786,4.179233,4.09186,0.000147,0,2.090185,2.090185,0.16716932,0.157379231,0.410463422,0.432620103,13,22,0,0,0,0,6.221237135,6.460515486,12.68175262,3394.64197,54,1490,267.6792453,329.1306599,0,2.090185,0.080369865,0.293813248,0,2,0,35,52,0,0,0,0.363872332,267.6792453,91.11538462,1789.272727,2.115384615,0.57495069,330.8148148,0,2,0.543589744,WWW
192.168.0.11:50506<->202.88.149.25:53,192.168.0.11,50506,202.88.149.25,53,0.023591042,1,1,75,331,75,331,75,331,75,331,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,42.3889712,42.3889712,84.77794241,17209.92231,75,331,203,181.019336,0.023591,0.023591,0.023591,0,0,0,0,0,0,0,0,0,0.226586103,203,33,75,1,0.666666667,289,0,1,0.666666667,WWW
192.168.0.11:55377<->202.88.149.6:53,192.168.0.11,55377,202.88.149.6,53,0.068086148,1,1,78,143,78,143,78,143,78,143,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,14.6872753,14.6872753,29.37455061,3245.887842,78,143,110.5,45.96194078,0.068086,0.068086,0.068086,0,0,0,0,0,0,0,0,0,0.545454545,110.5,36,78,1,0.666666667,101,0,1,0.666666667,WWW
192.168.0.11:54886<->13.250.63.93:443,192.168.0.11,54886,13.250.63.93,443,3.818368196,17,15,2489,7177,54,60,571,1490,146.4117647,478.4666667,142.2291544,599.1128998,3.818368,3.680414,0.000154,0,1.812323,1.812323,0.238648,0.262886714,0.435138755,0.527812505,8,7,0,0,0,0,4.452163628,3.928379672,8.380543299,2531.44786,54,1490,302.0625,448.2011312,0,1.812323,0.123173161,0.327833563,0,2,0,15,31,0,0,0,0.346802285,302.0625,91.70588235,1627.423077,1.529411765,0.520650814,423.6666667,0,2,0.680851064,WWW
192.168.0.11:54887<->202.241.208.100:443,192.168.0.11,54887,202.241.208.100,443,3.51711011,9,8,2267,5728,54,60,636,1490,251.8888889,716,265.8780004,584.5738374,3.51711,3.239297,0.039247,0,2.413954,2.413954,0.43963875,0.462756714,0.802010462,0.95710524,4,4,0,0,0,0,2.558919033,2.274594696,4.833513728,2273.173074,54,1490,470.2941176,491.801124,0,2.413954,0.219819375,0.588820311,0,2,0,8,16,0,0,0,0.39577514,470.2941176,196.5555556,1854.818182,1.222222222,0.561561562,660.5,0,1.75,0.804054054,WWW
192.168.0.11:54888<->216.58.196.106:443,192.168.0.11,54888,216.58.196.106,443,0.331939935,15,16,2243,2714,54,60,701,634,149.5333333,169.625,188.2778595,174.3845846,0.33194,0.316709,0.000095,0,0.115061,0.115061,0.02371,0.021113933,0.033131784,0.022784158,7,7,0,0,0,0,45.18889841,48.20149163,93.39039004,14933.42463,54,701,159.9032258,178.4707922,0,0.063061,0.011064667,0.014546244,2,2,0,14,30,0,0,0,0.826455416,159.9032258,93.13333333,580.0862069,3.866666667,0.459259259,114.125,0,5,0.593869732,WWW
192.168.0.11:54889<->150.136.26.45:443,192.168.0.11,54889,150.136.26.45,443,3.615983963,12,15,2031,5087,54,60,571,1490,169.25,339.1333333,167.9058854,494.9533696,3.615984,3.227837,0.00013,0,2.048752,2.048752,0.328725818,0.230559786,0.58833288,0.543756857,6,7,0,0,0,0,3.318598789,4.148248486,7.466847275,1968.482182,54,1490,263.6296296,388.8949975,0,1.71277,0.139076308,0.343574725,0,2,0,13,26,0,0,0,0.399252998,263.6296296,114.25,1218.6,1.666666667,0.46875,284.3333333,0,2.866666667,0.80625,WWW
192.168.0.11:58238<->202.88.149.25:53,192.168.0.11,58238,202.88.149.25,53,0.055437088,1,1,78,143,78,143,78,143,78,143,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,18.03846551,18.03846551,36.07693102,3986.500878,78,143,110.5,45.96194078,0.055437,0.055437,0.055437,0,0,0,0,0,0,0,0,0,0.545454545,110.5,36,78,1,0.666666667,101,0,1,0.666666667,WWW
192.168.0.11:55197<->202.88.149.25:53,192.168.0.11,55197,202.88.149.25,53,0.021203041,1,1,71,237,71,237,71,237,71,237,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,47.16304609,47.16304609,94.32609219,14526.2182,71,237,154,117.3797257,0.021203,0.021203,0.021203,0,0,0,0,0,0,0,0,0,0.299578059,154,29,71,1,0.666666667,195,0,1,0.666666667,WWW
192.168.0.11:55073<->202.88.149.25:53,192.168.0.11,55073,202.88.149.25,53,0.018820047,1,1,80,520,80,520,80,520,80,520,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,53.13483011,53.13483011,106.2696602,31880.89807,80,520,300,311.1269837,0.01882,0.01882,0.01882,0,0,0,0,0,0,0,0,0,0.153846154,300,38,80,1,0.666666667,478,0,1,0.666666667,WWW
192.168.0.11:50506<->202.88.149.6:53,192.168.0.11,50506,202.88.149.6,53,0.017439127,1,1,75,303,75,303,75,303,75,303,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,57.34231995,57.34231995,114.6846399,21675.39694,75,303,189,161.2203461,0.017439,0.017439,0.017439,0,0,0,0,0,0,0,0,0,0.247524752,189,33,75,1,0.666666667,261,0,1,0.666666667,WWW
192.168.0.11:54890<->198.8.71.128:443,192.168.0.11,54890,198.8.71.128,443,10.27032089,9,9,1818,6498,54,60,571,1454,202,722,217.5195394,595.9588912,1.317108,10.001003,0.007892,0.000995,0.340847,0.340847,0.1646385,1.250125375,0.120245437,3.143377031,3,7,0,0,0,0,0.87631147,0.87631147,1.75262294,809.7117984,54,1454,462,510.8616712,0.000069,8.953213,0.604136529,2.15394983,0,2,1,10,17,0,0,0,0.279778393,462,144,1363.5,1.333333333,0.558139535,666.6666667,0,1.666666667,0.697674419,WWW
192.168.0.11:54891<->185.184.8.30:443,192.168.0.11,54891,185.184.8.30,443,3.718910933,16,14,2204,7168,54,60,571,1490,137.75,512,139.1668064,516.1620199,3.718911,3.44996,0.000114,0,1.793087,1.793087,0.2479274,0.265381538,0.443720158,0.566663175,8,9,0,0,0,0,4.30233482,3.764542968,8.066877788,2520.092621,54,1490,312.4,406.8303552,0,1.793087,0.12823831,0.332558416,0,2,0,17,29,0,0,0,0.307477679,312.4,83,1469.333333,1.5,0.5625,457.4285714,0,2.071428571,0.776785714,WWW
192.168.0.11:53638<->202.88.149.25:53,192.168.0.11,53638,202.88.149.25,53,0.020821095,1,1,71,352,71,352,71,352,71,352,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,48.02821369,48.02821369,96.05642739,20315.93439,71,352,211.5,198.6970055,0.020821,0.020821,0.020821,0,0,0,0,0,0,0,0,0,0.201704545,211.5,29,71,1,0.666666667,310,0,1,0.666666667,WWW
192.168.0.11:52043<->202.88.149.25:53,192.168.0.11,52043,202.88.149.25,53,0.016064883,1,1,80,161,80,161,80,161,80,161,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,62.24757441,62.24757441,124.4951488,15001.66543,80,161,120.5,57.27564928,0.016065,0.016065,0.016065,0,0,0,0,0,0,0,0,0,0.49689441,120.5,38,80,1,0.666666667,119,0,1,0.666666667,WWW
192.168.0.11:54892<->208.100.17.188:443,192.168.0.11,54892,208.100.17.188,443,3.402691126,13,12,2200,8726,54,60,571,1490,169.2307692,727.1666667,170.4397029,686.9997795,3.402691,3.02433,0.000158,0.000615,1.543222,1.543222,0.283557583,0.274939091,0.427986633,0.452710833,6,5,0,0,0,0,3.820505452,3.526620418,7.34712587,3210.98789,54,1490,437.04,558.372522,0.000077,1.198793,0.141778792,0.263113971,0,2,0,11,24,0,0,0,0.252120101,437.04,114.3076923,1361.904762,1.615384615,0.611888112,672.5,0,1.833333333,0.694444444,WWW
192.168.0.11:58238<->202.88.149.6:53,192.168.0.11,58238,202.88.149.6,53,0.015892982,1,1,78,143,78,143,78,143,78,143,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,62.920854,62.920854,125.841708,13905.50873,78,143,110.5,45.96194078,0.015893,0.015893,0.015893,0,0,0,0,0,0,0,0,0,0.545454545,110.5,36,78,1,0.666666667,101,0,1,0.666666667,WWW
192.168.0.11:52043<->202.88.149.6:53,192.168.0.11,52043,202.88.149.6,53,0.026808023,1,1,80,161,80,161,80,161,80,161,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,37.30226582,37.30226582,74.60453164,8989.846062,80,161,120.5,57.27564928,0.026808,0.026808,0.026808,0,0,0,0,0,0,0,0,0,0.49689441,120.5,38,80,1,0.666666667,119,0,1,0.666666667,WWW
192.168.0.11:61954<->202.88.149.25:53,192.168.0.11,61954,202.88.149.25,53,0.028185845,1,1,71,136,71,136,71,136,71,136,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,35.4788015,35.4788015,70.95760301,7344.111911,71,136,103.5,45.96194078,0.028186,0.028186,0.028186,0,0,0,0,0,0,0,0,0,0.522058824,103.5,29,71,1,0.666666667,94,0,1,0.666666667,WWW
192.168.0.11:65426<->202.88.149.25:53,192.168.0.11,65426,202.88.149.25,53,0.025471926,1,1,85,532,85,532,85,532,85,532,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,39.25890802,39.25890802,78.51781605,24222.74625,85,532,308.5,316.0767312,0.025472,0.025472,0.025472,0,0,0,0,0,0,0,0,0,0.159774436,308.5,43,85,1,0.666666667,490,0,1,0.666666667,WWW
192.168.0.11:55144<->202.88.149.25:53,192.168.0.11,55144,202.88.149.25,53,0.015896082,1,1,84,266,84,266,84,266,84,266,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,62.90858339,62.90858339,125.8171668,22018.00418,84,266,175,128.6934342,0.015896,0.015896,0.015896,0,0,0,0,0,0,0,0,0,0.315789474,175,42,84,1,0.666666667,224,0,1,0.666666667,WWW
192.168.0.11:61954<->202.88.149.6:53,192.168.0.11,61954,202.88.149.6,53,0.015057087,1,1,71,136,71,136,71,136,71,136,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,66.41390861,66.41390861,132.8278172,13747.67908,71,136,103.5,45.96194078,0.015057,0.015057,0.015057,0,0,0,0,0,0,0,0,0,0.522058824,103.5,29,71,1,0.666666667,94,0,1,0.666666667,WWW
192.168.0.11:61102<->202.88.149.25:53,192.168.0.11,61102,202.88.149.25,53,0.066684008,1,1,85,156,85,156,85,156,85,156,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,14.99609921,14.99609921,29.99219843,3614.059911,85,156,120.5,50.20458146,0.066684,0.066684,0.066684,0,0,0,0,0,0,0,0,0,0.544871795,120.5,43,85,1,0.666666667,114,0,1,0.666666667,WWW
192.168.0.11:52410<->202.88.149.25:53,192.168.0.11,52410,202.88.149.25,53,0.016173125,1,1,87,239,87,239,87,239,87,239,0,0,0,0,1611076535,0,1611076535,1611076535,0,0,0,0,0,0,0,0,0,0,61.83096959,61.83096959,123.6619392,20156.89609,87,239,163,107.4802307,0.016173,0.016173,0.016173,0,0,0,0,0,0,0,0,0,0.364016736,163,45,87,1,0.666666667,197,0,1,0.666666667,WWW
